test_enz_60,BnaC03g74210D_protein__ECO_0000313_EMBL_CDY61592.1_
test_enz_61,BnaC06g08830D_protein__ECO_0000313_EMBL_CDX87821.1_
test_enz_62,BnaA07g08340D_protein__ECO_0000313_EMBL_CDY15663.1_
test_enz_63,BnaC09g30860D_protein__ECO_0000313_EMBL_CDY18336.1_
test_enz_64,BnaC06g43550D_protein__ECO_0000313_EMBL_CDY65189.1_
test_enz_65,BnaC04g37660D_protein__ECO_0000313_EMBL_CDX76971.1_
test_enz_66,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic_XP_009148106.1
test_enz_67,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_009110887.1_XP_009110888.1
test_enz_68,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic_XP_009118369.1
test_enz_69,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_009149135.1_XP_009149143.1_XP_009149150.1
test_enz_70,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_009151818.1_XP_009151819.1
test_enz_71,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic_XP_009139651.1
test_enz_72,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010488947.1
test_enz_73,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010458090.1
test_enz_74,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic_XP_010466931.1
test_enz_75,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_010488618.1
test_enz_76,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_010513915.1
test_enz_77,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic-like_XP_010450273.1
test_enz_78,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic_XP_010440646.1
test_enz_79,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic-like_XP_010435312.1
test_enz_80,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like__partial_XP_010497396.1
test_enz_81,Chloroplast_acyl-ACP_thioesterase_B__ECO_0000313_EMBL_AFQ60951.1_
test_enz_82,Chloroplast_acyl-ACP_thioesterase_B__ECO_0000313_EMBL_AFQ60949.1_
test_enz_83,Chloroplast_acyl-ACP_thioesterase_B__ECO_0000313_EMBL_AFQ60950.1_
test_enz_84,Chloroplast_acyl-ACP_thioesterase_A__ECO_0000313_EMBL_AFQ60946.1_
test_enz_85,Chloroplast_acyl-ACP_thioesterase_A__ECO_0000313_EMBL_AFQ60947.1_
test_enz_86,Chloroplast_acyl-ACP_thioesterase_A__ECO_0000313_EMBL_AFQ60948.1_
test_enz_87,Acyl_acyl-carrier-protein_thioesterase_type_B__ECO_0000313_EMBL_ACQ57189.1_
test_enz_88,Acyl_acyl-carrier-protein_thioesterase_type_B__ECO_0000313_EMBL_ACQ57190.1_
test_enz_89,Acyl_acyl-carrier-protein_thioesterase_type_B__ECO_0000313_EMBL_ACQ63293.1_
test_enz_90,Acyl_acyl-carrier-protein_thioesterase_type_B__ECO_0000313_EMBL_ACQ57188.1_
test_enz_91,Acyl_acyl-carrier-protein_thioesterase_type_B__ECO_0000313_EMBL_ACQ57187.1_
test_enz_92,Uncharacterized_protein__ECO_0000313_EMBL_EOA37800.1_
test_enz_93,Uncharacterized_protein__ECO_0000313_EMBL_EOA30882.1_
test_enz_94,Uncharacterized_protein__ECO_0000313_EMBL_EOA18815.1_
test_enz_95,Putative_acyl-ACP_thioesterase_B__ECO_0000313_EMBL_ACF17654.1_
test_enz_96,Acyl-ACP_thioesterase__ECO_0000313_EMBL_ADH03021.1_
test_enz_97,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAG35064.1_
test_enz_98,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AEO12091.1_
test_enz_99,Oleoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAA33019.1_
test_enz_100,Oleoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAA33020.1_
test_enz_101,Chloroplast_acyl-ACP_thioesterase__ECO_0000313_EMBL_ADM18137.1_
test_enz_102,Acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_EDP08596.1_
test_enz_103,Putative_uncharacterized_protein__ECO_0000313_EMBL_EFN55825.1_
test_enz_104,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004507621.1
test_enz_105,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004508563.1
test_enz_106,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004501716.1
test_enz_107,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004497277.1
test_enz_108,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_004491706.1
test_enz_109,Myristoyl-acyl_carrier_protein_thioesterase_AAC49151.1
test_enz_110,Uncharacterized_protein__ECO_0000313_EMBL_ESR61575.1_
test_enz_111,Uncharacterized_protein__ECO_0000313_EMBL_ESR50114.1_
test_enz_112,Uncharacterized_protein__ECO_0000313_EMBL_ESR56805.1_
test_enz_113,Uncharacterized_protein__ECO_0000313_EMBL_ESR64292.1_
test_enz_114,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_006493231.1
test_enz_115,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_006468785.1
test_enz_116,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_006479246.1
test_enz_117,Uncharacterized_protein__ECO_0000313_EMBL_KDO80423.1_
test_enz_118,Uncharacterized_protein__ECO_0000313_EMBL_KDO80422.1_
test_enz_119,Uncharacterized_protein__ECO_0000313_EMBL_KDO80425.1_
test_enz_120,Uncharacterized_protein__ECO_0000313_EMBL_KDO64425.1_
test_enz_121,Uncharacterized_protein__ECO_0000313_EMBL_KDO80426.1_
test_enz_122,Uncharacterized_protein__ECO_0000313_EMBL_KDO64781.1_
test_enz_123,Uncharacterized_protein__ECO_0000313_EMBL_KDO64780.1_
test_enz_124,Uncharacterized_protein__ECO_0000313_EMBL_KDO64782.1_
test_enz_125,Uncharacterized_protein__ECO_0000313_EMBL_KDO65968.1_
test_enz_126,Uncharacterized_protein__ECO_0000313_EMBL_KDO64783.1_
test_enz_127,Uncharacterized_protein__ECO_0000313_EMBL_KDO80427.1_
test_enz_128,Uncharacterized_protein__ECO_0000313_EMBL_KDO65969.1_
test_enz_129,Uncharacterized_protein__ECO_0000313_EMBL_KDO64784.1_
test_enz_130,Acyl-ACP_thioesterase__ECO_0000313_EMBL_EIE27817.1_
test_enz_131,Acyl-acyl_carrier_protein_thioesterase_FatB1__ECO_0000313_EMBL_AGJ84409.1_
test_enz_132,Acyl-ACP_thioesterase_FatB2__ECO_0000313_EMBL_AEM72520.1_
test_enz_133,Acyl-ACP_thioesterase_FatB3__ECO_0000313_EMBL_AEM72521.1_
test_enz_134,Coffea_canephora_DH200=94_genomic_scaffold__scaffold_1779__ECO_0000313_EMBL_CDP20806.1_
test_enz_135,Coffea_canephora_DH200=94_genomic_scaffold__scaffold_94__ECO_0000313_EMBL_CDP14994.1_
test_enz_136,Coffea_canephora_DH200=94_genomic_scaffold__scaffold_5__ECO_0000313_EMBL_CDP00704.1_
test_enz_137,Coffea_canephora_DH200=94_genomic_scaffold__scaffold_11__ECO_0000313_EMBL_CDP03900.1_
test_enz_138,Coffea_canephora_DH200=94_genomic_scaffold__scaffold_11__ECO_0000313_EMBL_CDP03902.1_
test_enz_139,Acyl-_acyl-carrier-protein__hydrolase_AAA19864.1
test_enz_140,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_008463354.1
test_enz_141,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_008458039.1_XP_008458045.1_XP_008458051.1_XP_008458060.1
test_enz_142,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_008439940.1
test_enz_143,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_008467164.1
test_enz_144,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic_XP_008458028.1
test_enz_145,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004162137.1
test_enz_146,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004145222.1
test_enz_147,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004150674.1_XP_004166725.1
test_enz_148,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic-like_XP_004139623.1
test_enz_149,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like__partial_XP_004170480.1
test_enz_150,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_2____________chloroplastic-like__partial_XP_004174141.1
test_enz_151,Uncharacterized_protein__ECO_0000313_EMBL_KGN65382.1_
test_enz_152,Uncharacterized_protein__ECO_0000313_EMBL_KGN60640.1_
test_enz_153,Uncharacterized_protein__ECO_0000313_EMBL_KGN64425.1_
test_enz_154,Uncharacterized_protein__ECO_0000313_EMBL_KGN51522.1_
test_enz_155,Uncharacterized_protein__ECO_0000313_EMBL_KGN44615.1_
test_enz_156,Uncharacterized_protein__ECO_0000313_EMBL_KGN45332.1_
test_enz_157,Uncharacterized_protein__ECO_0000313_EMBL_KGN45333.1_
test_enz_158,FatB_type_acyl-ACP_thioesterase-2__ECO_0000313_EMBL_AGG79284.1_
test_enz_159,FatB_type_acyl-ACP_thioesterase-1__ECO_0000313_EMBL_AGG79283.1_
test_enz_160,FatB_type_acyl-ACP_thioesterase-4__ECO_0000313_EMBL_AGG79286.1_
test_enz_161,FatB_type_acyl-ACP_thioesterase-3__ECO_0000313_EMBL_AGG79285.1_
test_enz_162,Acyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_ABB71581.1_
test_enz_163,Seed-specific_acyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_ABB71580.1_
test_enz_164,Thioesterase_FatB1-1__ECO_0000313_EMBL_AAC72882.1_
test_enz_165,PATE_AAC48990.1
test_enz_166,Thioesterase_FatB3__ECO_0000313_EMBL_AAC72881.1_
test_enz_167,FatB2__ECO_0000313_EMBL_AAC49269.1_
test_enz_168,Thioesterase_FatA1__ECO_0000313_EMBL_AAC72883.1_
test_enz_169,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51164.1_
test_enz_170,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51165.1_
test_enz_171,Acyl-ACP_thioesterase__ECO_0000313_EMBL_CAA54060.1_
test_enz_172,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51156.1_
test_enz_173,Thioesterase_type_B__ECO_0000313_EMBL_CAC19933.1_
test_enz_174,Fatty_acyl-_ACP__thioesterase_type_B__ECO_0000313_EMBL_CAC19934.1_
test_enz_175,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51158.1_
test_enz_176,Acyl-_ACP__thioesterase_type_B__ECO_0000313_EMBL_CAB60830.1_
test_enz_177,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51157.1_
test_enz_178,Thioesterase__ECO_0000313_EMBL_AAC49180.1_
test_enz_179,Thioesterase__ECO_0000313_EMBL_AAC49179.1_
test_enz_180,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51162.1_
test_enz_181,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51161.1_
test_enz_182,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51163.1_
test_enz_183,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51159.1_
test_enz_184,Acyl-ACP_thioesterase_FatB2__ECO_0000313_EMBL_AEM72523.1_
test_enz_185,Acyl-acyl_carrier_thioesterase__ECO_0000313_EMBL_ADR51160.1_
test_enz_186,Acyl-ACP_thioesterase_FatB3__ECO_0000313_EMBL_AEM72524.1_
test_enz_187,Acyl-ACP_thioesterase_FatB1__ECO_0000313_EMBL_AEM72522.1_
test_enz_188,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAC49784.1_
test_enz_189,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAC49783.1_
test_enz_190,Chloroplast_palmitoyl/oleoyl_specific_acyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAX51636.1_
test_enz_191,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010925300.1
test_enz_192,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010915014.1_XP_010915016.1
test_enz_193,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010925110.1_XP_010925111.1
test_enz_194,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010926853.1
test_enz_195,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010927197.1
test_enz_196,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_isoform_X2_XP_010927699.1
test_enz_197,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010926746.1
test_enz_198,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_isoform_X1_XP_010927698.1
test_enz_199,Palmitoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAD42220.2_
test_enz_200,Palmitoyl-ACP_thioesterase__ECO_0000313_EMBL_ABD83939.1_
test_enz_201,Palmitoyl-ACP_thioesterase__ECO_0000313_EMBL_AAL15645.1_
test_enz_202,Oleoyl-ACP_thioesterase__ECO_0000313_EMBL_AAD28187.1_
test_enz_203,Oleoyl_thioesterase__ECO_0000313_EMBL_AAD33895.1_
test_enz_204,Putative_palmitoyl_ACP_thioesterases__ECO_0000313_EMBL_AEQ94095.1_
test_enz_205,Putative_oleoyl-ACP_thioesterase__ECO_0000313_EMBL_AEQ94097.1_
test_enz_206,Putative_oleoyl-ACP_thioesterase__ECO_0000313_EMBL_AEQ94096.1_
test_enz_207,Putative_palmitoyl-ACP_thioesterases__ECO_0000313_EMBL_AEQ94087.1_
test_enz_208,Palmitoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAN17328.1_
test_enz_209,Palmitoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_AAM09524.1_
test_enz_210,Oleoyl-ACP_thioesterase__ECO_0000313_EMBL_ABE01139.1_
test_enz_211,Oleoyl-ACP_thioesterase__ECO_0000313_EMBL_AAZ83073.1_
test_enz_212,Oleoyl_ACP_thioesterase__ECO_0000313_EMBL_AAD33870.1_
test_enz_213,Uncharacterized_protein__ECO_0000313_EMBL_EYU23034.1_
test_enz_214,Uncharacterized_protein__ECO_0000313_EMBL_EYU43040.1_
test_enz_215,Uncharacterized_protein__ECO_0000313_EMBL_EYU40801.1_
test_enz_216,Uncharacterized_protein__ECO_0000313_EMBL_EYU40621.1_
test_enz_217,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010068723.1
test_enz_218,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_010069633.1
test_enz_219,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic-like_XP_010026019.1
test_enz_220,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010069630.1
test_enz_221,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_010026020.1
test_enz_222,Uncharacterized_protein__ECO_0000313_EMBL_KCW79733.1_
test_enz_223,Uncharacterized_protein__ECO_0000313_EMBL_KCW82760.1_
test_enz_224,Uncharacterized_protein__ECO_0000313_EMBL_KCW79735.1_
test_enz_225,Uncharacterized_protein__ECO_0000313_EMBL_KCW83136.1_
test_enz_226,Uncharacterized_protein__ECO_0000313_EMBL_KCW79736.1_
test_enz_227,Uncharacterized_protein__ECO_0000313_EMBL_KCW79737.1_
test_enz_228,Uncharacterized_protein__ECO_0000313_EMBL_KCW64645.1_
test_enz_229,Uncharacterized_protein__ECO_0000313_EMBL_KCW82761.1_
test_enz_230,Uncharacterized_protein__ECO_0000313_EMBL_KCW58046.1_
test_enz_231,Uncharacterized_protein__ECO_0000313_EMBL_KCW58045.1_
test_enz_232,Uncharacterized_protein__ECO_0000313_EMBL_KCW58039.1_
test_enz_233,Uncharacterized_protein__ECO_0000313_EMBL_KCW58043.1_
test_enz_234,Uncharacterized_protein__ECO_0000313_EMBL_KCW58042.1_
test_enz_235,Uncharacterized_protein__ECO_0000313_EMBL_KCW58047.1_
test_enz_236,Uncharacterized_protein__ECO_0000313_EMBL_KCW58040.1_
test_enz_237,Uncharacterized_protein__ECO_0000313_EMBL_ESQ36033.1_
test_enz_238,Uncharacterized_protein__ECO_0000313_EMBL_ESQ37101.1_
test_enz_239,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic_XP_004287391.1
test_enz_240,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004297525.1
test_enz_241,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004300945.1
test_enz_242,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_011465656.1
test_enz_243,PREDICTED__oleoyl-acyl_carrier_protein_thioesterase_1____________chloroplastic_XP_004290189.1
test_enz_244,PREDICTED__palmitoyl-acyl_carrier_protein_thioesterase____________chloroplastic-like_XP_004305307.2
test_enz_245,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAB51525.1_
test_enz_246,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAB51524.1_
test_enz_247,Acyl-ACP_thioesterase__ECO_0000313_EMBL_AAB51523.1_
test_enz_248,Uncharacterized_protein__ECO_0000313_EMBL_EPS63635.1_
test_enz_249,Uncharacterized_protein__ECO_0000313_EMBL_EPS65798.1_
test_enz_250,Uncharacterized_protein__ECO_0000313_EMBL_EPS60268.1_
test_enz_251,Uncharacterized_protein__ECO_0000313_EMBL_EPS72307.1_
test_enz_252,Oleoyl-acyl_carrier_protein_thioesterase__ECO_0000313_EMBL_EPS71999.1_
test_enz_253,Uncharacterized_protein__ECO_0000313_EMBL_EPS71998.1_
test_enz_254,Acyl-ACP_thioesterase__ECO_0000313_EMBL_ABD91726.1_
test_enz_255,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA06G23560.1_
test_enz_256,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA04G21910.1_
test_enz_257,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA04G37420.2_
test_enz_258,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA06G17640.1_
test_enz_259,ACP-thioesterase_protein__ECO_0000313_EMBL_ABI20759.1_
test_enz_260,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA20G25833.1_
test_enz_261,ACP-thioesterase_protein__ECO_0000313_EMBL_ABI20760.1_
test_enz_262,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA04G37431.1_
test_enz_263,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA06G17625.2_
test_enz_264,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA18G36130.3_
test_enz_265,Putative_uncharacterized_protein__ECO_0000313_EMBL_ACU22895.1_
test_enz_266,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA05G08060.4_
test_enz_267,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA17G12940.3_
test_enz_268,Uncharacterized_protein__ECO_0000313_EnsemblPlants_GLYMA10G41420.2_
test_enz_269,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN15140.1_
test_enz_270,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN10407.1_
test_enz_271,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN19851.1_
test_enz_272,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN37776.1_
test_enz_273,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN23971.1_
test_enz_274,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN32557.1_
test_enz_275,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN06715.1_
test_enz_276,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN42410.1_
test_enz_277,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN32559.1_
test_enz_278,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN23970.1_
test_enz_279,Oleoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN10974.1_
test_enz_280,Myristoyl-acyl_carrier_protein_thioesterase__chloroplastic__ECO_0000313_EMBL_KHN32558.1_
test_enz_281,Myristoyl-acyl_carrier_thioesterase__chloroplastic__ECO_0000313_EMBL_KHG00540.1_
test_enz_282,Myristoyl-acyl_carrier_thioesterase__chloroplastic__ECO_0000313_EMBL_KHG13756.1_
test_enz_283,Myristoyl-acyl_carrier_thioesterase__chloroplastic__ECO_0000313_EMBL_KHG04054.1_
test_enz_284,Myristoyl-acyl_carrier_thioesterase__chloroplastic__ECO_0000313_EMBL_KHG10137.1_
test_enz_285,Oleoyl-acyl_carrier_thioesterase__chloroplastic__ECO_0000313_EMBL_KHG03290.1_
